pitcher,player_name,xfp_v8_5,cohort,weight_2026,xfp_v8,xfp_v8_1,xfp_v7,xfp_v6,xfp_v5,gs_2026,fp_per_start_actual_2026,k_pct_2026,delta_v8_5_v8_1,stuff_pred_no_ip,stuff_xfp,ip_premium,rolling_ip_last5,ip_trend_score,ip_trend
434378,"Verlander, Justin",10.240577117620496,2025_only,0.0,10.382883175695987,10.382883175695987,10.859012678106833,10.55467324852792,10.796315618268514,,,,-0.1423060580754924,-6.80166507450063,10.327682725931025,-0.0871056083105266,5.933333333333334,0.39182139814602923,NORMAL
450203,"Morton, Charlie",10.075567542041,2025_only,0.0,9.628098622366563,9.628098622366563,9.662104213007908,9.753892145186894,9.553062787489065,,,,0.4474689196744368,-7.209282946612347,9.920064853819303,0.155502688221695,,,NORMAL
453286,"Scherzer, Max",9.036687866923284,blended,0.1981566820276497,9.485835088416776,8.431761316649256,10.135215128626822,10.174212417939872,9.9816273086364,5.0,0.0599999999999994,0.1071428571428571,0.604926550274028,-8.121684129040233,9.00766367139142,0.0290241955318641,4.066666666666667,-0.0512647352926349,NORMAL
477132,"Kershaw, Clayton",10.12722744943021,2025_only,0.0,11.465394459004363,11.465394459004363,11.201618873300632,11.268360656075446,11.343549938779772,,,,-1.3381670095741534,-6.5653137108626405,10.564034089569011,-0.4368066401388031,,,NORMAL
500779,"Quintana, Jose",7.29186716772837,blended,0.160108024691358,7.9463886375032,7.818078643647126,7.467136629592167,7.811857013037311,7.662908751177802,5.0,7.039999999999999,0.1142857142857142,-0.5262114759187559,-9.45000317900944,7.679344621422214,-0.3874774536938439,4.333333333333334,-1.604532467736714,LOW
506433,"Darvish, Yu",11.982754005480691,2025_only,0.0,12.124739079177552,12.124739079177552,11.91473735223941,11.581159780956895,11.864984750968768,,,,-0.1419850736968584,-5.544743275609167,11.584604524822485,0.3981494806582066,,,NORMAL
518876,"Kelly, Merrill",9.969788435948148,blended,0.1195652173913043,10.65006806952256,9.127969514487056,11.528053731857057,11.563169625663988,11.50561329106431,4.0,-2.4000000000000017,0.1414141414141414,0.8418189214610923,-7.976283654222845,9.153064146208807,0.8167242897393407,4.2,-0.8887389332730037,LOW
519242,"Sale, Chris",16.69873778557448,blended,0.2407476635514018,17.00625954492109,16.402159370823533,15.8676533698974,16.121414806949733,15.96837379680547,7.0,17.94285714285714,0.298780487804878,0.2965784147509467,-3.2057242443199065,13.923623556111746,2.7751142294627336,5.8,1.1559826312065544,HIGH
527048,"Pérez, Martín",8.209512442286465,blended,0.329873980726464,8.153261795039564,8.737286826665564,7.603052962209956,7.706941125438474,8.070455375914177,4.0,12.075,0.1696428571428571,-0.5277743843790983,-8.844167186791653,8.28518061364,-0.0756681713535343,5.2,-0.7090459383753446,LOW
542881,"Anderson, Tyler",7.7711651009237315,2025_only,0.0,7.752220021828428,7.752220021828428,8.264716629167259,8.74078330906594,8.544174675473343,,,,0.0189450790953031,-9.167723464528413,7.961624335903242,-0.1904592349795102,,,NORMAL
