mlb_id,player_name_fg,team,season,ip,g,gs,era,fip,xfip,siera,xera,whip,k_pct,bb_pct,k_minus_bb_pct,swstr_pct,csw_pct,c_plus_swstr_pct,hr_fb,gb_pct,lob_pct,barrel_pct,hard_hit_pct,avg_ev,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
554430,Zack Wheeler,PHI,2023,192.0,32.0,32.0,3.609375,3.1508736928304044,3.536170850632092,3.5332911320929963,3.2143298599978976,1.078125,26.94,4.96,0.21982211,13.27,,27.55,0.0990099,41.22,71.28,5.12,36.43,86.92519233062977,116.6682170050761,106.34307741116751,121.9518908629442,63.23032101646612,63.58486992083597,-1.1653952723242558
675911,Spencer Strider,ATL,2023,186.2,32.0,32.0,3.857143067340473,2.853254623315771,2.9242724886054283,2.8581407362289086,3.0838810214030925,1.092857202413134,36.83,7.6,0.29226737,18.94,,33.81,0.121546961,34.06,70.25,8.19,36.14,88.50507623792271,117.07092963202072,99.65726275016137,114.10863137508069,61.9003710032258,59.03714070967744,-0.7439596451612903
543243,Sonny Gray,MIN,2023,184.0,32.0,32.0,2.7880434782608696,2.825692533410114,3.6442586753031483,3.9499351412851196,3.6927458781955993,1.1467391304347827,24.27,7.29,0.16976127,11.39,,27.94,0.051948051,47.33,76.77,6.86,39.22,89.12970297029703,99.4753506585973,97.77441794232828,100.57806336774652,57.55081825610188,52.24549447824548,-0.21485896002829857
543037,Gerrit Cole,NYY,2023,209.0,33.0,33.0,2.626794258373206,3.1641312685879797,3.597196205609153,3.6260404162447184,3.4461439049344644,0.9808612440191388,27.04,5.85,0.21193666,11.69,,27.72,0.094339622,39.63,80.43,7.54,39.15,89.22201492537313,107.13331297709918,106.38745038167934,111.53515725190836,53.679521855217786,61.79674420871199,-0.5554771701660921
592332,Kevin Gausman,TOR,2023,185.0,31.0,31.0,3.1621621621621623,2.968553873010584,3.21527419976286,3.340367661446791,3.8439379685503496,1.1783783783783783,31.06,7.21,0.23853211,12.93,,29.6,0.107344632,42.64,76.65,9.83,43.16,89.41149505151844,99.9199020248203,103.90209013716526,106.15355976485952,56.398341983067404,59.626213070661024,-0.4479940052100292
668678,Zac Gallen,ARI,2023,210.0,34.0,34.0,3.4714285714285715,3.26456416902088,3.485153228754089,3.6684335189806765,4.201770647354367,1.119047619047619,26.0,5.56,0.20449173,11.22,,28.54,0.109452736,41.78,73.14,9.23,46.17,91.48266473292469,97.91652280379552,105.2132537496174,105.24058157330884,49.76413113499842,62.216652466013265,-0.26528793866582356
657277,Logan Webb,SFG,2023,216.0,33.0,33.0,3.25,3.162447766904478,2.9538168780781606,3.161129235048294,3.6377484543635603,1.0740740740740742,22.82,3.65,0.19176471,8.95,,29.33,0.153846153,62.11,73.68,6.94,45.97,90.70868980532786,108.02882797731576,104.25275992438563,112.47504095778196,57.584748754851255,62.80372640362226,-0.3887630271668822
621107,Zach Eflin,TBR,2023,177.2,31.0,31.0,3.495309468416154,3.0073855823468114,3.124700686717677,3.301576529589442,3.024544555264231,1.0243902145760708,26.46,3.41,0.23044097,11.13,,30.17,0.11728395,49.79,73.23,8.98,35.1,87.45384777806653,105.69601246105921,107.4091900311526,109.17706386292834,42.644817223730136,63.44169771616905,-0.5847928072896472
657006,Justin Steele,CHC,2023,173.1,30.0,30.0,3.063461628355221,3.0185018910176655,3.3229785291497724,3.6052567474391406,3.5260905483099805,1.1711538805199808,24.58,5.03,0.19553073,11.56,,26.21,0.098591549,49.39,73.0,5.43,36.62,87.80061383928572,105.63901909397228,103.0502358667166,107.76554099588168,56.49426974546858,59.49410241804859,-0.6468872734284611
641154,Pablo Lopez,MIN,2023,194.0,32.0,32.0,3.6649484536082473,3.3323599471259366,3.283717529460327,3.367610397951726,3.0116094268148195,1.1546391752577319,29.21,5.99,0.23220974,14.53,,30.12,0.13114754,45.24,76.23,6.27,34.71,87.0580213490099,98.57317865429232,114.16201524693403,111.63013589658605,60.047774101257225,66.32480338090384,-0.9039564593951751
664285,Framber Valdez,HOU,2023,198.0,31.0,31.0,3.4545454545454546,3.4974646019213127,3.3856254026143238,3.6990487334250277,4.302081562090913,1.1262626262626263,24.75,7.05,0.1769802,11.61,,28.09,0.139705882,54.21,71.22,7.95,45.47,91.50526462640977,104.48871515975529,99.82396329027877,105.56044187627461,53.188475491831774,50.21462610010428,0.031327942301008015
669923,George Kirby,SEA,2023,190.2,31.0,31.0,3.3513987802038008,3.3442012034148556,3.630514826979142,3.7149050934916836,3.8840712104042687,1.0384615938659665,22.72,2.51,0.20211361,10.94,,27.29,0.106796116,44.17,75.06,7.5,40.89,89.24847116247756,103.60414478353445,113.60919091554295,113.15833924769342,48.40608591150444,71.45426786902655,-0.83183192920354
656756,Jordan Montgomery,- - -,2023,188.2,32.0,32.0,3.1961131172869397,3.5624608583405903,4.013504443107919,4.232065658820195,3.9762887286408084,1.1925795213757238,21.36,6.18,0.15186615,11.36,,27.95,0.093264248,43.24,75.56,7.51,37.92,88.33876811594203,99.09655769526698,101.94065419487012,100.83699149252193,45.160925285665414,53.092714519329455,0.0413727848101266
605483,Blake Snell,SDP,2023,180.0,32.0,32.0,2.25,3.4383736928304036,3.622610037525495,4.057019763956012,3.769830996915642,1.1888888888888889,31.54,13.34,0.1819407,15.33,,30.79,0.108695652,44.44,86.73,7.39,33.99,87.20100054824562,98.09701200252691,100.68063802905871,105.08253316487679,67.27303963600907,43.68163921676958,0.08947514137146573
680694,Kyle Bradish,BAL,2023,168.2,30.0,30.0,2.8280634116712373,3.2668980677221073,3.5307865636247486,3.7574349679759034,3.7595195556662357,1.043478323803224,25.04,6.56,0.18479881,10.98,,29.14,0.102189781,49.22,79.08,6.87,41.91,90.01227678571429,100.9124275498683,106.36531426420774,109.4409409108017,58.62116810370931,56.41008906131719,-0.34056736941710813
666200,Jesus Luzardo,MIA,2023,178.2,32.0,32.0,3.576492740943837,3.5516821674313794,3.7184182870242912,3.6897505148914003,3.9599904822610625,1.2145523079574532,28.07,7.42,0.20647773,14.15,,29.87,0.115183246,40.17,74.92,9.53,40.04,89.46167358137045,105.14038165383332,101.3278808168731,106.46217609641778,61.408167340462214,52.940047509486035,-0.23471433252845808
605400,Aaron Nola,PHI,2023,193.2,32.0,32.0,4.461273900425602,4.02956707832096,3.631651960482608,3.7511549588771955,3.6997418644299445,1.151463055318182,25.47,5.67,0.19798235,11.8,,29.64,0.15609756,42.62,66.41,8.26,38.53,89.28099775138377,107.69412070084368,104.03248539909154,110.01968202465929,46.66271780939774,65.85658921575116,-0.4964682395764395
656302,Dylan Cease,CHW,2023,177.0,33.0,33.0,4.576271186440678,3.723966913169386,4.075248144743806,4.099556928388007,4.143714391443501,1.4180790960451977,27.3,10.08,0.17219388,13.61,,29.11,0.101604278,35.98,69.41,6.22,41.49,89.98493887290795,103.26645181092692,97.377648864334,99.83495395948434,59.090486830343096,45.729778844822164,0.10682788794460181
673540,Kodai Senga,NYM,2023,166.1,29.0,29.0,2.9759519948084643,3.6337978861090567,3.7663191797245217,3.9984644972884564,3.903409845658149,1.2204409190830672,29.11,11.1,0.18011527,12.52,,28.01,0.115646258,44.69,80.35,6.83,40.49,89.04099151234568,101.28509325681492,92.74778335724534,96.05861549497853,49.73663036032823,53.92071078844096,0.20358853014627187
669203,Corbin Burnes,MIL,2023,193.2,32.0,32.0,3.392427028448635,3.812699597050271,3.8043166448685737,4.021431088589101,3.4157803510332596,1.0688468719769673,25.51,8.42,0.17091837,12.2,,29.18,0.127906976,44.09,74.92,5.29,32.35,86.4019669660433,108.75301690507152,98.74170351105333,110.18761378413522,59.045538817635276,39.23085239144957,-0.15267513026052107
434378,Justin Verlander,- - -,2023,162.1,27.0,27.0,3.215605699110627,3.846416120253048,4.56414037084129,4.426769433810968,3.6204836561354354,1.1334702081156234,21.52,6.73,0.14798206,9.9,,25.91,0.08490566,35.52,76.92,8.21,41.26,89.98344197850318,104.76031633075443,98.83579078992756,102.88872349578672,41.89300114011517,58.70015461804222,-0.021805401151631473
669373,Tarik Skubal,DET,2023,80.1,15.0,15.0,2.8008300528517633,1.9977788691058345,2.564763388195744,2.7695726198992467,2.3118256242772572,0.8962656169125642,32.9,4.52,0.28387097,14.93,,31.26,0.06779661,51.6,67.72,4.19,40.31,88.48510222739361,107.40018136850784,108.85991755976914,114.4270898598516,53.107659515996716,65.02176396226415,-0.725957670221493
622491,Luis Castillo,SEA,2023,197.0,33.0,33.0,3.33502538071066,3.8083398518828577,3.807006785228168,3.7367733762074966,3.8172409229205475,1.0964467005076142,27.31,6.98,0.2032419,14.71,,29.04,0.127272727,38.92,77.01,9.39,41.76,89.96428571428571,106.7273102155576,100.7117025929397,107.37626366760385,57.28924010213851,56.5256284423875,-0.3344474593041814
656605,Mitch Keller,PIT,2023,194.1,32.0,32.0,4.214408343579362,3.8004949192277326,3.702056191852536,3.825125363180547,4.179301723596134,1.2452830514605684,25.45,6.67,0.18787879,9.67,,28.25,0.135135135,43.67,71.69,8.58,35.58,87.65926748853211,106.83533718689793,99.52937700706484,103.88863840719335,50.13406153260511,56.583783614697104,-0.39123250910294616
607192,Tyler Glasnow,TBR,2023,120.0,21.0,21.0,3.525,2.9133736928304037,2.7450541749596598,3.0758008365609246,3.5527100930662954,1.0833333333333333,33.4,7.63,0.25773196,16.45,,33.37,0.144444444,51.23,70.04,11.58,44.56,90.43736793816726,110.70486286919834,99.86364978902955,114.55375527426162,70.46882011035206,54.06671003152917,-0.499867330530741
518876,Merrill Kelly,ARI,2023,177.2,30.0,30.0,3.2926831153559366,3.8460347648173663,3.8343436212749094,4.115684674440669,4.125459783415828,1.1932458469324079,25.9,9.56,0.1634349,12.03,,27.62,0.128205128,45.2,77.13,7.79,41.77,89.62707253002183,96.02075161059413,102.80277738010021,100.09841803865426,43.90020421418129,59.03827872076024,-0.03062000000000003
593958,Eduardo Rodriguez,DET,2023,152.2,26.0,26.0,3.301310263641908,3.6611539236752417,4.062482696239407,4.2620299217383035,4.0275950530488736,1.152838504763841,23.03,7.73,0.15297907,10.41,,27.97,0.096774193,41.01,75.95,7.49,37.0,88.60401617462311,95.65536770921389,99.4088334742181,94.58569737954353,40.2153870944515,59.46501094027955,0.22646323591698436
666129,Braxton Garrett,MIA,2023,159.2,31.0,30.0,3.663883323200095,3.6809276517664835,3.4193979786620887,3.6165952559845502,4.568719348939331,1.1461378600779786,23.67,4.4,0.19271624,11.18,,30.09,0.151515151,49.13,75.9,7.78,45.14,90.1563059931216,102.53657757124098,99.06660342655717,101.59720323284077,48.2703589702333,55.923646999195505,-0.09123350362027355
676440,Tanner Bibee,CLE,2023,142.0,25.0,25.0,2.9788732394366195,3.5156037397787605,4.2233244150877,4.185945285010876,3.7099103152135795,1.176056338028169,24.1,7.69,0.16410257,11.13,,27.64,0.079754601,36.83,79.97,6.09,38.07,88.9005155051151,101.54472868217053,97.74286821705424,97.9331007751938,51.3775495571797,53.09601576096302,0.0134764230438521
645261,Sandy Alcantara,MIA,2023,184.2,28.0,28.0,4.142599506177083,4.02940863320076,4.0027107878935535,4.236576988365304,4.290971000262207,1.2129964567106752,19.82,6.3,0.1351706,12.29,,27.04,0.129411764,51.99,69.63,6.99,40.5,88.78824310578662,110.0495129151291,105.03641328413288,114.77891512915129,56.040111228604026,62.47950385697981,-0.7895831342715862
571945,Miles Mikolas,STL,2023,201.1,35.0,35.0,4.783112703616735,4.273252305749854,4.762415545141465,4.805911252038487,5.4726683145761585,1.316225198814574,15.93,4.53,0.11395349,7.32,,25.02,0.098484848,38.84,68.89,9.76,42.9,90.42678687686012,92.73662068965524,108.05542319749215,98.05374921630093,34.48986106177607,68.38507995817245,-0.20603555019305014
669302,Logan Gilbert,SEA,2023,190.2,32.0,32.0,3.729021177973243,3.847697733774112,3.7607957135491796,3.775684929111155,3.6346633145239866,1.0751748825379956,24.55,4.68,0.1987013,12.14,,27.05,0.133027522,41.45,75.12,9.02,44.57,90.51189300650557,100.87655125128555,107.80308536167298,108.52445663352763,51.88542951778385,56.59552594391245,-0.2276860533515732
642547,Freddy Peralta,MIL,2023,165.2,30.0,30.0,3.857143093985243,3.8465896915949642,3.4231066724723918,3.448791279920923,3.3481552681147106,1.1167002697766353,30.88,7.94,0.22941177,14.41,,29.45,0.160493827,41.73,73.74,8.54,37.56,87.63728780864197,102.33366713681238,106.99515514809593,108.09523977433005,55.388395357520245,55.57683578020428,-0.2710614230362804
621244,Jose Berrios,TOR,2023,189.2,32.0,32.0,3.6537787548409115,3.9931774816871535,4.005639594563576,4.075960536691994,4.503664881151951,1.1862918035197765,23.53,6.65,0.16879795,10.96,,29.4,0.126262626,41.57,76.38,8.57,35.75,88.17767208020638,95.01811114899422,107.6848141834299,103.98576201841122,48.53694414766928,58.59248034025178,-0.28129622660768966
676272,Bobby Miller,LAD,2023,124.1,22.0,22.0,3.764075221005978,3.5124130241812397,3.74706769685627,3.932411775832879,3.440093725221292,1.1018767206791005,23.56,6.34,0.17227723,11.31,,28.24,0.107142857,47.67,71.32,6.03,37.64,88.34302325581395,109.3690490797546,107.27762781186097,115.15321063394683,66.69624700305809,58.54169585117227,-0.7909258715596331
607625,Seth Lugo,SDP,2023,146.1,26.0,26.0,3.567198301665436,3.8290722701098994,3.7568351433270974,3.970280197607866,4.412080695405299,1.202733526998308,23.18,5.96,0.17218543,9.0,,27.71,0.132867132,45.18,76.77,9.65,44.24,90.69456449468085,98.6434584563475,105.25865035849857,103.64430198228595,43.09373425567705,56.87722362910009,-0.08782151387720773
656945,Tanner Scott,MIA,2023,78.0,74.0,0.0,2.3076925334140617,2.1652966631626525,2.6615471275440137,2.6621485441746113,2.5241608439262895,0.9871795837382374,33.88,7.82,0.26058632,17.38,,34.69,0.063829787,50.87,76.82,3.43,26.29,85.30935900950293,123.73865671641792,99.51930348258708,122.67412935323374,73.37426679798826,60.14090981559095,-1.106015599329422
642585,Felix Bautista,BAL,2023,61.0,56.0,0.0,1.4754099283318396,1.8779910930540202,2.299426077370454,2.0575454561125106,2.0925668190952207,0.9180328442953669,46.41,10.97,0.35443038,20.85,,35.02,0.085106382,35.71,83.97,8.08,34.34,88.57916259765625,126.45608883405302,95.99822331893888,127.0637014188773,80.0,35.80774146417446,-0.7315446728971959
543294,Kyle Hendricks,CHC,2023,137.0,24.0,24.0,3.7445255474452557,3.8097848850445155,4.422652172302678,4.631441776697011,4.143732058905976,1.2043795620437956,16.09,4.67,0.11418685,9.23,,28.31,0.08496732,46.33,66.98,6.17,31.5,85.20401238864143,89.1117680608365,103.77077946768063,96.6361121673004,37.94084083806818,60.75999575757575,0.0658318039772727
573186,Marcus Stroman,CHC,2023,136.2,27.0,25.0,3.9512198062967294,3.5769916029731004,3.785491284450507,4.213973683409225,4.27514706866269,1.258536679042662,20.7,9.04,0.11652174,9.24,,26.0,0.102272727,57.11,65.89,4.99,41.4,90.27769420499492,98.54787015560677,100.55661269362413,101.55094434927467,42.69553577486456,47.75587230338251,0.1264841097826989
450203,Charlie Morton,ATL,2023,163.1,30.0,30.0,3.636734807126876,3.8734077256920445,4.2673837257477585,4.442135560665569,4.635218340777781,1.426530656667613,25.56,11.59,0.13966481,12.58,,30.7,0.093959731,43.29,77.64,7.76,39.04,88.86535247093023,98.73906106600766,95.72894458171548,94.35613130956585,49.37181133193129,45.95817116018227,0.31368791447599015
502043,Kyle Gibson,BAL,2023,192.0,33.0,33.0,4.734375,4.130040359497071,4.131377169210465,4.398557391829074,4.726452333218512,1.3177083333333333,19.45,6.82,0.12639405,10.56,,27.21,0.127071823,48.89,69.66,7.64,44.48,89.64888641723842,92.97507915567286,100.62843007915572,97.82598284960426,48.38135897972973,51.47606658783785,0.3279383209459458
