mlb_id,player_name_fg,team,season,ip,g,gs,era,fip,xfip,siera,xera,whip,k_pct,bb_pct,k_minus_bb_pct,swstr_pct,csw_pct,c_plus_swstr_pct,hr_fb,gb_pct,lob_pct,barrel_pct,hard_hit_pct,avg_ev,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
669456,Shane Bieber,CLE,2020,77.1,12.0,12.0,1.629310130506038,2.0664194633220614,2.0366904841212268,2.5184723424016253,2.620017339391342,0.8663791963801948,41.08,7.07,0.34006734,17.12,,33.84,0.152173913,48.37,91.07,7.19,43.14,89.32770270270271,102.90184168012925,104.50969305331176,109.75861066235865,59.651154652665596,54.47665025040387,-0.30470140549273017
506433,Yu Darvish,CHC,2020,76.0,12.0,12.0,2.013157894736842,2.2308929995486615,2.8218411238177827,3.136531636944892,3.022090725486883,0.9605263157894737,31.31,4.71,0.26599327,14.4,,33.74,0.087719298,43.24,83.82,6.38,34.04,88.6820652173913,111.71369337979094,102.57012195121946,113.10000000000001,61.21636773633997,62.895701509106686,-0.8231025845620121
594798,Jacob deGrom,NYM,2020,68.0,12.0,12.0,2.3823529411764706,2.2649487271028406,2.457995967041044,2.7014437816978374,2.717985211632417,0.9558823529411765,38.81,6.72,0.32089552,21.59,,34.63,0.129629629,42.47,79.71,9.59,33.56,88.22916666666667,118.61398762157381,113.39681697612733,136.2181432360743,77.67289133920704,61.30715759471365,-1.385108872246696
545333,Trevor Bauer,CIN,2020,73.0,11.0,11.0,1.7260275776513063,2.8763507892589284,3.254722448205949,2.9371244423216347,2.1049643882790905,0.7945206309823474,35.97,6.12,0.29856115,12.88,,30.13,0.12,34.39,90.91,6.33,37.97,88.48598601711784,111.3182945736434,101.18723514211887,111.96549526270455,65.54673030042918,54.06325565665236,-0.6560489270386266
659275,Dinelson Lamet,SDP,2020,69.0,12.0,12.0,2.0869562909824215,2.481274466323283,3.2998504294613284,3.158591915122697,2.7880012990454324,0.8550723692219644,34.83,7.49,0.27340824,14.34,,33.37,0.079365079,36.91,80.36,7.33,40.0,88.70604157927852,114.98371647509579,99.95540229885057,112.07572796934866,67.28326469407266,56.474642514340346,-0.6466055258126194
622491,Luis Castillo,CIN,2020,70.0,12.0,12.0,3.2142857142857144,2.6485621724809922,2.8218660065105983,3.347079186266832,2.9413079805318083,1.2285714285714286,30.48,8.22,0.22260274,15.35,,29.4,0.125,58.43,70.0,4.49,37.08,85.95536502471751,110.00342311033886,109.65848827106862,121.13906168549093,66.21266632263661,62.13950814397226,-0.9014463226366
669203,Corbin Burnes,MIL,2020,59.2,12.0,9.0,2.111731731066798,2.034994795944412,2.9888960888777754,3.175584053699365,3.1016980599643444,1.0223463142466245,36.67,10.0,0.26666667,14.46,,30.5,0.046511627,46.4,80.07,7.2,34.4,86.94159765625,105.5271773177318,97.06236884741104,107.5091180065375,67.5573915049505,43.58871244554455,-0.152221801980198
608566,German Marquez,COL,2020,81.2,13.0,13.0,3.7469385421479804,3.2771335957140697,3.8331747375484913,4.274928559829609,4.213810306891928,1.2612244112458888,21.22,7.27,0.13953488,12.23,,28.87,0.09375,50.61,65.54,4.88,40.24,88.76789962705762,99.59217959183673,104.87570612244896,104.43348571428572,49.64640517944535,54.67167243066885,-0.08427971451876018
425844,Zack Greinke,HOU,2020,67.0,12.0,12.0,4.029850746268656,2.803359613845598,3.509901570873474,3.71953451526924,3.7565443397550458,1.1343283582089552,24.54,3.3,0.21245421,10.57,,31.98,0.092307692,41.24,68.51,8.16,35.2,86.75309076997422,92.8366194523135,106.49848914069878,102.38402266288952,32.597833688679245,56.23273827358492,0.32195887735849055
605164,Dylan Bundy,LAA,2020,65.2,11.0,11.0,3.2893398467444523,2.947764511875583,3.7491631952238467,3.7992329729435292,3.0474914636525923,1.035532914715846,26.97,6.37,0.20599251,12.97,,33.99,0.081967213,40.59,69.23,4.6,32.76,86.97988512389053,96.41741362290227,103.48700888450146,99.29492596248767,41.639108781925344,59.9095900589391,-0.05244858546168958
628317,Kenta Maeda,MIN,2020,66.2,11.0,11.0,2.6999997940063634,2.996419330215453,2.6297821890649513,2.9210994288563406,2.7465252898070895,0.7499999427795454,32.26,4.03,0.28225807,17.24,,32.76,0.1875,49.04,80.21,6.96,24.68,85.28169679330065,97.37471544715443,111.52898373983736,110.38967479674797,48.446511602434086,61.67102544624747,-0.46508528397565924
605540,Brandon Woodruff,MIL,2020,73.2,13.0,13.0,3.0542990642977843,3.204993977846125,3.2920079637710296,3.3033012515079756,2.900808419062965,0.9909503630832811,31.06,6.14,0.24914676,13.05,,30.31,0.140625,49.44,79.19,7.22,33.89,86.7354296875,111.95563275434245,107.55217535153018,115.97114971050456,60.11187651527664,61.12330557390587,-0.962500181668043
