pitcher,breaking_spin,offspeed_spin,FF_spin,breaking_velo,offspeed_velo,FF_velo,pitch_entropy,vaa_ff,velo_diff,year
430661,2203.6190476190477,1827.0526315789473,2295.9710610932475,87.84778761061946,86.65526315789474,94.18270440251572,1.1794379717083774,-5.5111110741054,7.527441244620988,2015
430911,1935.5855855855855,1383.2857142857142,2260.3518518518517,81.63839999999999,,92.05538461538461,0.7835294481633994,-4.9472831676419045,,2015
430912,2502.7719298245615,1835.964705882353,2403.852760736196,83.1159375,85.59017341040463,91.48557114228457,1.4859122375453542,-5.295797708165752,5.895397731879939,2015
430935,2235.406565656566,1721.511658031088,2081.989433237272,78.76442786069651,84.85900383141764,92.28832866479925,1.5409297829624244,-5.865869520248715,7.429324833381614,2015
431148,1868.78,1387.8038095238096,2188.6059280855197,79.74556213017752,76.42878787878789,91.05906460945033,1.3050889316696939,-5.700964703821108,14.630276730662445,2015
431162,2090.9135802469136,953.9473684210526,2019.385593220339,80.93493975903615,79.66610169491526,89.41386554621849,1.327542663922892,-6.670753984451438,9.747763851303233,2015
432934,2201.4662162162163,2073.153846153846,2377.938848920863,80.75052083333334,80.57692307692308,87.1236316246742,0.7952601850023203,-5.584554848721558,6.546708547751123,2015
433579,1782.9510204081632,1785.8491017964072,2344.5374925015,76.32865013774105,81.50082644628098,89.16743092298647,1.4902606469150959,-6.1313986478358355,7.666604476705487,2015
433584,1963.6770833333333,1810.2710526315789,1911.682191780822,84.64639175257733,83.02984293193718,89.44307065217392,1.3508165734370967,-6.3549534106101735,6.413227720236733,2015
433585,2046.1875,1278.703125,1948.448087431694,73.7986301369863,78.95151515151515,86.59840425531915,1.3575424605419997,-6.024833539616816,7.646889103804,2015
433586,2307.8196721311474,2064.090909090909,2271.348643006263,83.43453453453454,88.21428571428571,93.88355140186916,1.3995955798817445,-5.694259830829171,5.669265687583447,2015
433587,2355.5059602649008,1778.5972789115647,1923.0695652173913,81.64840989399293,88.54506493506493,92.24481298517995,1.4771874036157648,-6.4954935933801385,3.6997480501150193,2015
433589,2053.4204545454545,1905.508064516129,2234.4869402985073,80.74573459715639,82.07674418604651,89.03201438848922,1.3985982565637758,-5.219717584393426,6.955270202442705,2015
434137,1990.969696969697,,2241.7952755905512,84.12478632478633,,92.79453125,1.1744405782893976,-5.432784291214109,,2015
434378,2394.307453416149,2046.408163265306,2490.5939490445858,83.29536903039073,84.83807106598984,93.39650516282764,1.1195528953611835,-5.506492249065746,8.5584340968378,2015
434442,2218.0263157894738,1646.52,2007.3911980440098,80.87984496124031,81.21509433962264,87.6079185520362,0.8671171539248621,-7.34233545331172,6.392824212413558,2015
434538,2054.7787356321837,1784.4120603015076,2027.1187181354699,85.47186858316222,84.99572368421053,93.04090257879656,1.1587357711637536,-5.761538187546615,8.04517889458603,2015
434540,,,,,,,0.7086880282185832,,,2015
434622,2281.548596112311,1440.3049504950495,2060.0733610822062,81.77332214765102,84.70039138943248,90.98598660484286,1.4391932747048937,-6.178296532407178,6.285595215410382,2015
434628,2072.233695652174,1714.8916666666667,2147.384401114206,83.7591426071741,85.6219512195122,92.83160409556314,1.3263734727019243,-5.91369322753159,7.209652876050939,2015
434643,2651.8510242085663,1640.4605263157894,2190.863974495218,74.98754578754578,82.44805194805195,88.9027950310559,1.2341652170945947,-4.799933926872281,6.454743083003947,2015
434665,2422.0,1359.7916666666667,2194.900709219858,79.724,,92.39547038327527,1.2273289830423448,-6.432492087675548,,2015
434671,2220.9915966386557,1625.059633027523,2373.467391304348,84.34941520467837,85.14228187919463,92.33390681003584,1.6406626349834046,-5.463841546606419,7.191624930841215,2015
434678,,,2176.5454545454545,,,89.6939393939394,0.9266911002771767,-5.835866021631834,,2015
434718,2110.824324324324,1730.1308411214952,2226.9654320987656,83.74236842105263,81.99351851851851,89.05922330097087,1.063553972415492,-5.514153324926854,7.065704782452357,2015
435043,2073.7745901639346,1464.1704545454545,1897.5988909426987,79.22015706806282,85.87032967032967,89.91378091872791,1.3208150444079956,-6.736540204651436,4.043451248398242,2015
435044,2093.2115384615386,,2127.1111111111113,81.10175438596491,,89.82288135593221,1.0049541684041852,-5.431365638760524,,2015
435045,2017.4893617021276,1358.9545454545455,2280.8167938931297,85.11195652173913,,93.23082706766918,0.921067985893142,-5.623657252206537,,2015
435221,2325.892307692308,,2256.979020979021,81.85822784810127,,93.65520833333333,1.277559324341078,-6.1040741575930735,,2015
435400,,,2299.5080645161293,,,94.80170380078637,0.7109397583204523,-4.706099576922442,,2015
444436,2082.4,1755.5204081632653,1883.9232673267327,83.80469798657718,84.68613861386137,92.56731234866828,0.9169876181198788,-6.652064500475279,7.881173734806907,2015
444446,1866.9122807017543,1686.952380952381,2185.580808080808,77.8103448275862,,92.55124378109453,1.0062693923718842,-5.467717024246287,,2015
444468,1981.828729281768,1846.3636363636363,2018.511961722488,86.56351706036745,91.05277777777778,96.81676829268294,1.1997923478620687,-5.067311121836678,5.76399051490516,2015
444520,2232.645,1676.9591836734694,2055.781308411215,83.56,79.40481927710843,90.36238532110092,1.3854479803578588,-5.32537871857047,10.957566043992486,2015
444836,,,2162.2033898305085,,,86.44673913043479,1.3043071730786837,-6.771001484315615,,2015
444857,2458.281030444965,1639.6315789473683,2174.197229013855,75.09142212189616,84.71206896551725,89.73692551505546,1.3852034999631644,-6.642253613267264,5.024856549538214,2015
444935,1829.1538461538462,,2268.9613402061855,79.12325581395349,,93.70097323600973,0.7434439750508567,-6.234987832498423,,2015
445060,2152.3225806451615,1395.28125,2010.0712166172107,78.86832740213524,80.20625,90.87761627906977,1.476676283679575,-5.9644381284437795,10.671366279069773,2015
445163,2394.875,,2163.259090909091,77.56940298507462,,88.62420814479638,1.3560189252605988,-5.473190756350278,,2015
445170,1984.0461538461539,,2236.831683168317,82.72272727272727,,90.56425120772947,0.6573985073652273,-4.50957139116021,,2015
445197,2094.2395833333335,,2303.586319218241,87.88246575342465,,95.29627228525122,0.6652360457652067,-4.792984125546094,,2015
445213,1943.5238095238096,1699.590909090909,1799.8080808080808,,,91.37821782178219,0.9842277830895916,-6.664437475217646,,2015
445276,2036.5813953488373,,2586.679029957204,83.4867469879518,,93.14838255977496,0.6229772656845133,-5.613419118732592,,2015
445590,1828.688995215311,1531.1081081081081,1989.299191374663,80.510407239819,80.57449664429531,87.88657894736842,1.4769963017841214,-6.1805561555943465,7.312082303073112,2015
445612,2033.2063492063492,1411.3714285714286,2205.2075471698113,82.49827586206897,84.8974358974359,92.48322147651007,0.7259890630495897,-5.0086664139027866,7.5857855790741695,2015
445926,2404.577519379845,1794.8723897911832,2333.648180242634,79.85068493150685,84.67899343544859,91.16023166023166,1.6360251833101704,-5.094334067119227,6.48123822478307,2015
445968,3076.9285714285716,,2126.730769230769,,,,0.9906640782656669,-5.680579869278185,,2015
446099,2240.1760299625466,,2252.4902548725636,83.88879056047197,,96.76192468619247,0.8491828724902044,-5.818306542381892,,2015
446321,2057.58,1662.3082706766918,2109.1843640606767,78.7474025974026,85.1511111111111,92.35000000000001,1.2372727489046884,-6.331294564350335,7.198888888888902,2015
446372,2437.9146341463415,1742.5870967741935,2252.898414562537,86.86101449275363,85.5656050955414,93.3656231884058,1.4814664917676321,-5.052087715090466,7.800018092864406,2015
446399,2184.0493421052633,1480.2075471698113,2134.643026004728,84.60981012658227,85.70555555555556,92.29297423887587,1.336427288141148,-5.784217340638002,6.587418683320308,2015
446899,1719.2592592592594,1970.5841584158416,1816.4114671163575,74.10490196078432,77.40430622009569,84.48428571428572,0.8436502896081686,-6.078018646270307,7.079979494190027,2015
447714,2136.357723577236,,2010.4234972677596,84.13133333333334,,90.62046035805626,0.901501105207803,-7.003964342560762,,2015
447755,2144.5,1379.8291139240507,2455.2807570977916,85.93275862068967,87.65679012345679,94.02670807453416,0.9180225410516509,-5.175080051031088,6.369917951077369,2015
448159,1925.077519379845,770.4,1807.144827586207,83.25178571428572,,93.1324414715719,1.1148117487128053,-6.196632416920922,,2015
448178,2455.6121673003804,1913.954954954955,2430.9554390563567,82.52744360902255,85.64956521739131,95.04877734877734,0.9390658603462317,-4.605832985810215,9.399212131386022,2015
448179,2690.603351955307,1527.4,2328.190476190476,74.6879781420765,83.98571428571428,90.84345794392523,1.1314136477848173,-5.021533614083104,6.85774365821095,2015
448281,,,2231.157205240175,,,92.98391304347825,0.6519854321154007,-5.091208266989431,,2015
448306,2441.894214876033,1737.308357348703,2257.515812431843,78.74054054054055,84.89759547383309,90.03911066195047,1.5991113161528312,-6.053249982057331,5.141515188117381,2015
448609,1679.8815789473683,772.066265060241,2160.544600938967,80.68790322580645,79.24252873563219,91.48708920187794,1.1521783061924271,-5.176913837060648,12.244560466245744,2015
448614,2424.653333333333,,2235.2385714285715,81.73486842105264,,91.55440976933515,1.1370415596256107,-5.602146712459568,,2015
448802,2352.1253731343286,2033.4080882352941,2249.8233562315995,81.41111111111111,83.60205479452054,90.75736363636364,1.4826544093014613,-6.592348656349862,7.155308841843095,2015
448855,,,2241.1666666666665,,,94.74,1.2628878769305572,-5.621071143877815,,2015
449079,2159.3888888888887,1902.6296296296296,1997.9166666666667,78.89189189189189,,89.56041666666665,1.3002614958892469,-5.319396131692903,,2015
449097,1612.4285714285713,1358.4242424242425,2092.4700854700855,80.08627450980393,86.55072463768116,92.00514950166112,0.865313727296526,-4.972504889513916,5.454424863979966,2015
449170,1805.7333333333333,,2333.6043165467627,86.52753623188406,,98.53333333333333,0.7748604961753751,-5.1568606558041505,,2015
450172,2631.371812080537,1281.0867970660147,2308.1891566265062,81.02188295165394,85.16541262135922,94.304513064133,1.332794996065287,-5.11254203915758,9.139100442773781,2015
450203,2972.739224137931,2038.0368098159508,1960.6525359576078,79.30770877944325,84.77751479289941,92.48780852655197,1.0256983472436874,-6.841011527184619,7.710293733652563,2015
450212,2097.288524590164,1328.0615384615385,2072.789592760181,84.01717791411042,69.10606060606061,90.53664459161148,0.9008219620990612,-5.25594990685192,21.430583985550868,2015
450275,2194.0315789473684,,2477.2444444444445,87.25087281795511,,96.09803921568627,0.9544575830688525,-5.285255346949716,,2015
450282,2226.6983240223462,,2144.5176678445227,82.7951219512195,,94.35206896551723,0.778853847747065,-4.462982332724268,,2015
450306,2187.377551020408,2354.8984771573605,2288.0236842105264,75.22525252525253,81.7871287128713,88.21347150259068,1.2754915479531967,-5.717775701056588,6.426342789719385,2015
450308,2085.6218611521417,1855.2443438914027,2108.586975914362,70.88531553398059,75.37214912280702,83.80398959236774,1.6769219607033707,-5.795084185798415,8.431840469560726,2015
450351,2184.2730061349694,1747.6360655737706,2136.782507739938,80.88757894736843,85.53738019169329,90.37350492051476,1.689241324936267,-5.472249553259416,4.836124728821474,2015
450665,2770.214285714286,1973.4857142857143,2221.755877034358,79.08324873096447,84.86685714285714,91.54108108108109,1.3349927609604926,-5.180409285210473,6.674223938223946,2015
450729,1955.2252252252251,1627.1911764705883,1947.382945736434,71.58468468468467,79.01658536585366,86.09540662650602,1.1428610834926545,-7.174347816251209,7.0788212606523615,2015
451085,2209.8698630136987,1733.3392857142858,2468.4857768052516,83.74618473895582,82.67610619469026,91.23947939262473,1.2547384795178957,-5.725523228805974,8.563373197934467,2015
451532,2534.529411764706,1620.701754385965,2181.2059496567504,74.42028985507247,84.85964912280701,90.33777777777777,1.5850682624109356,-5.837822814891067,5.47812865497076,2015
451584,2386.8196721311474,,2448.936724565757,85.10507614213198,,95.4370283018868,0.9934338996029101,-5.6725983165841765,,2015
451596,2225.0614814814817,1889.192513368984,2084.5966228893058,85.4823613086771,85.72116402116401,91.12173112338857,1.4746126910986224,-5.966693648311305,5.4005671022245565,2015
451661,1953.408695652174,1595.5,2289.3515901060073,81.62489451476793,79.52631578947368,94.97923211169284,0.9506162546782113,-3.965907865357327,15.452916322219153,2015
451775,2549.1575342465753,1689.6521739130435,2390.214285714286,79.75576923076923,,93.55796737766624,0.9702763631638931,-5.847297849677019,,2015
451788,2191.3728813559323,1915.42,2350.7109375,74.08333333333333,80.40980392156862,84.93435897435897,1.5678795989724785,-6.798371970644779,4.5245550527903475,2015
452027,,,,,,,1.4039174151767222,-5.644771737512348,,2015
452657,2359.7046413502107,1653.0268456375838,2212.757711038961,75.53783231083844,85.12781456953643,91.24575137686861,1.3737107695190645,-5.763364495072179,6.117936807332185,2015
452666,2225.056478405316,1763.297619047619,2240.84375,85.27766233766233,88.2035294117647,95.68378839590443,1.4024429602653021,-6.32771968815875,7.480258984139724,2015
452718,2427.1477272727275,1792.661971830986,2188.993403693931,79.07777777777777,82.08618421052633,88.6457702020202,1.2382355331050672,-6.74561043831243,6.559585991493876,2015
452733,2037.1843575418995,2085.876923076923,2228.227621483376,79.46038647342995,85.06818181818181,91.31243654822335,1.2423640193575545,-5.517267768870582,6.244254730041533,2015
453156,1969.078125,1608.2817679558011,1893.6360544217687,85.83783783783784,86.2994708994709,93.9831715210356,1.0258870390098407,-6.078393176546986,7.683700621564697,2015
453172,1831.6363636363637,2026.0625,2058.355006501951,87.26546762589928,88.13947368421053,93.70843989769821,0.7135671910855996,-6.995633839669274,5.568966213487684,2015
453178,2263.6984615384617,1880.0532687651332,2359.4372862029645,80.41537313432836,83.93499999999999,91.87988888888889,1.1736745275672609,-4.884193405520034,7.944888888888897,2015
453192,2309.685779816514,,2101.111888111888,84.41743295019157,,94.98181818181818,0.6920545941254415,-5.279300658272891,,2015
453203,,,,,,,0.8982053397041498,,,2015
453214,,,1890.5966386554621,67.5688524590164,,83.92682926829268,0.6737986912308533,-5.986161034679081,,2015
453222,1945.7887323943662,1251.5196078431372,1913.9910714285713,80.49032258064517,82.91999999999999,90.07974025974025,1.3398061067310383,-7.300566714905618,7.159740259740261,2015
453249,2081.251336898396,,2092.487012987013,84.33723849372385,,92.48096774193547,0.7717470352547804,-6.160920841485812,,2015
453264,,,2239.859375,,,93.15076923076923,0.9997799391836102,-5.726115400547759,,2015
453265,2197.829268292683,2416.1560975609755,2361.5061425061426,83.47454545454546,85.69238095238096,94.52391304347826,0.6777072901258072,-4.984844016210906,8.831532091097301,2015
453286,2208.625722543353,1473.9883990719256,2493.4401002506265,84.5416091954023,85.42113636363636,94.67082721488008,1.0874241880370454,-4.551506685171497,9.249690851243713,2015
453307,,,1931.2280701754387,,,92.14857142857143,0.8329587137552192,-5.701204433182593,,2015
453311,2075.4024024024025,1342.2062146892656,2172.5205479452056,76.42134831460675,81.91369863013699,87.92789915966387,1.5661002985541328,-5.754770613053794,6.014200529526875,2015
453329,2601.5243902439024,1590.489932885906,2306.18688230009,78.49652509652509,80.67016393442623,91.19322916666667,1.5799451092456442,-5.822031263664483,10.523065232240441,2015
453343,2614.878048780488,,2246.695035460993,81.44620689655173,,91.30794871794872,0.9317559964807659,-6.662120005087774,,2015
453344,2144.608695652174,1425.1323529411766,2240.564,85.32628205128205,85.06142857142858,93.99683794466404,1.1821705244711564,-5.247467572096965,8.935409373235458,2015
453385,2117.507042253521,1629.3953488372092,2150.631364562118,83.37027027027027,84.71363636363637,91.61805273833671,1.05458772217388,-6.501443585441261,6.904416374700347,2015
453562,2411.250585480094,1943.621794871795,2272.673671920607,87.48765676567656,89.48930817610062,95.24786081003994,1.4636497231611967,-5.857574066314142,5.758552633939317,2015
453646,1941.2413793103449,1387.8632478632478,2171.048387096774,81.67230392156864,81.86475409836065,88.87931937172775,1.4484202489432845,-6.072086863863385,7.014565273367097,2015
453895,1779.25,,,,,,0.5623351446188083,,,2015
455009,1898.6789667896678,,2143.948675496689,87.14382352941178,,94.42887864823348,1.0980560319832646,-5.846959905119693,,2015
455119,2011.1333333333334,,2156.430868167203,82.98965517241379,,93.30121212121213,1.1409576705915734,-6.365698091115954,,2015
455374,2486.060344827586,2064.686567164179,2466.610966057441,84.57916666666667,86.19444444444444,93.35477707006369,0.7123024877465296,-4.819512810216429,7.160332625619247,2015
456027,1676.7203389830509,,2195.3252427184466,82.30916030534351,,94.38546255506608,0.8345032908348772,-5.502876926339476,,2015
456034,2044.6061776061777,1974.867724867725,2215.905938448201,80.16666666666667,85.78532110091743,93.72544833475662,1.5024679749457233,-5.591672834661914,7.940127233839192,2015
456051,2135.463768115942,1907.3392857142858,2173.2614379084966,88.64868421052631,87.54838709677419,93.83018292682927,1.2865303554854135,-5.154148737361389,6.281795830055074,2015
456068,2369.5055350553507,1273.5899470899471,2334.8436830835117,82.04559748427673,84.53753280839895,91.6681721947777,1.4662775928491507,-5.175375781518725,7.130639386378746,2015
456071,1807.7252747252746,1739.2058823529412,1955.7406679764244,85.499375,85.78959537572254,91.34367201426025,1.2172548779816146,-6.6808355597861615,5.554076638537708,2015
456121,,,,,,,-0.0,,,2015
456379,2288.3840579710145,,2309.274774774775,86.0905,,93.73096774193549,0.9630060420207831,-5.111295254211001,,2015
456496,2042.4190476190477,,2299.4675925925926,85.42191235059761,,94.83108108108108,0.9126406676999415,-4.9015335939907505,,2015
456501,2098.2936802973977,1558.3632734530938,2264.3743267504487,83.35446685878962,84.00442804428044,91.75056938000844,1.557286167262345,-5.312720676100058,7.746141335727998,2015
456696,2044.989010989011,,2418.5625,82.0266355140187,,94.92016574585635,0.91358992187111,-5.402341689013886,,2015
456701,1680.2727272727273,1371.9285714285713,2030.9431818181818,,85.07391304347826,91.59130434782608,1.348324446828557,-6.073088219447701,6.517391304347825,2015
456776,2544.1,1253.6448087431695,2063.154761904762,,84.31344086021505,91.34013921113689,1.2801562239550726,-5.854486449575163,7.0266983509218335,2015
457117,1993.2132352941176,1834.2222222222222,2448.60103626943,83.02929936305733,,91.9360824742268,1.0433312404961048,-5.010510380514887,,2015
457429,2222.3716475095785,,2260.608695652174,82.75497076023392,,93.1383870967742,0.960149422687722,-5.648489561503748,,2015
457435,2061.4333333333334,,2142.1345029239765,81.29705882352941,,92.96174863387978,1.1637387196013054,-6.10834891897973,,2015
457448,,1705.1304347826087,1928.9329896907216,,76.86874999999999,86.50242718446601,0.9413529729621386,-7.434768278284211,9.633677184466023,2015
457456,,,,,,,-0.0,-5.253410208755848,,2015
457711,1958.1291866028707,1600.7037037037037,2018.793846153846,78.67152777777778,83.6590909090909,90.07107195301028,1.4233543114433407,-5.604719006361001,6.4119810439193685,2015
457732,2394.478260869565,,2504.0,,,90.99130434782609,1.0009099330406654,-6.252260087509461,,2015
457744,1919.9209039548023,1431.969696969697,1882.557603686636,81.65269709543568,83.16969696969697,90.31376146788992,0.8926323352707005,-6.133070613589074,7.144064498192947,2015
457754,2421.801801801802,,2476.0919540229884,86.34202898550726,,94.78693181818181,0.685806388206314,-5.86586939360465,,2015
457768,2336.39837398374,,2062.766097240473,84.8423076923077,,93.26598173515981,1.267565926589573,-6.93769539498819,,2015
457915,,,2107.8928571428573,,,,0.7745065340504125,-5.73457713032402,,2015
457918,2166.125619834711,1828.9435483870968,2338.5439442658094,82.27751479289941,85.58745098039215,92.43638286620836,1.2718991148455807,-5.949422454735896,6.848931885816214,2015
458006,2039.8666666666666,1627.433962264151,1978.433962264151,84.12121212121212,82.16140350877193,90.3944297082228,0.8230834910040695,-5.787031580669667,8.233026199450876,2015
