pitcher,breaking_spin,offspeed_spin,FF_spin,breaking_velo,offspeed_velo,FF_velo,pitch_entropy,vaa_ff,velo_diff,year
519141,2220.528368794326,1826.392857142857,2284.501170960187,78.14663120567376,,88.79367681498829,1.1776848408716152,-5.989943338759042,,2018
519144,2653.064705882353,1759.7658402203856,2384.6407263294423,81.88756302521008,81.43112947658402,90.37594033722439,1.5542212622906346,-6.020624361678162,8.944810860640374,2018
519151,3010.3154981549815,,2556.298353909465,86.36019900497512,,95.8127572016461,1.191258717252576,-5.406689877394229,,2018
519166,2279.304498269896,,2437.341920374707,85.8974921630094,,95.29344262295082,1.0700209925926898,-4.7822651317367715,,2018
519240,2372.8354430379745,,2057.704347826087,84.06075949367089,,91.93652173913044,0.9162315285693743,-7.076050603534773,,2018
519242,2495.8325688073396,2045.3434579439252,2330.125816993464,79.6959862385321,86.99602803738318,94.84656862745098,1.2590573038278492,-4.960915609784849,7.850540590067794,2018
519293,2252.7721822541967,,2156.494764397906,80.00515222482434,,92.47958115183245,1.0111437406444392,-6.212128123291713,,2018
519294,2089.896551724138,1564.7,2173.4095238095238,,83.56129032258065,92.71333333333332,1.0103240675121319,-5.834927237812368,9.152043010752678,2018
519295,,,,,,,0.6365141682948128,,,2018
519301,2540.5069444444443,1480.991452991453,2244.7075268817202,78.14583333333333,85.25084745762712,93.33569892473118,0.9016619735114929,-5.370553167609283,8.084851467104059,2018
519326,2656.9944134078214,1645.8478260869565,2366.9844660194176,82.59032258064516,87.75434782608696,94.82194174757282,1.1571384108306355,-5.632043928437364,7.067593921485866,2018
519381,2952.2566371681414,2422.6190476190477,2524.0777777777776,73.25132743362832,,85.53333333333333,1.0318738972796244,-5.235879711068751,,2018
519393,2295.214285714286,,2186.901639344262,,,92.18967391304349,0.9973181073712714,-6.116450332233781,,2018
519443,2592.6806722689075,,2052.122249388753,80.46008403361344,,89.44536585365853,1.079281798813771,-6.329972078065009,,2018
519455,2366.2606490872213,1880.4871794871794,2296.6153846153848,84.70460784313725,86.64871794871794,91.13344017094016,1.267366938646242,-5.526066829545796,4.484722222222217,2018
520980,1740.889423076923,1856.7571428571428,2236.0491525423727,87.9732057416268,86.72357142857142,95.97254237288136,1.324586009684173,-5.114429284396409,9.248970944309946,2018
521230,2016.16,,2270.426282051282,86.328,,94.35064102564102,1.0817554400634806,-5.392957260470435,,2018
521655,2393.1363636363635,1235.44,2253.9165154264974,77.63212669683259,84.65217391304348,94.3950998185118,1.2140948693538505,-5.574823137869128,9.742925905468311,2018
523260,2889.5179063360883,1934.3023255813953,2235.9523809523807,85.93569620253164,87.70930232558139,98.07649769585254,1.3471270339361063,-4.598628315562638,10.367195370271148,2018
525768,2544.702290076336,1892.9767441860465,2245.6192893401017,82.02595419847329,83.9953488372093,92.44416243654823,1.1979628409070342,-5.329068202296968,8.44881359933892,2018
527048,2492.7757009345796,1761.321138211382,2036.6382978723404,80.35483870967742,84.14918699186993,92.66872340425533,1.3400227073820279,-6.079838711549259,8.519536412385406,2018
527054,2607.1317829457366,1614.8560606060605,2271.603926096998,78.36215538847118,82.55468164794007,89.73152424942263,1.4209416364720053,-5.268365819945782,7.176842601482562,2018
527055,2476.4864864864867,2052.2,2405.1614457831324,85.29354838709678,,97.55710843373494,1.011426258280083,-5.369608963646237,,2018
532077,2402.9661016949153,1889.4,2399.715328467153,86.34,83.08,93.88759124087592,1.349262924368137,-5.564453458667333,10.807591240875922,2018
533167,2096.88,1206.3576642335765,2108.4297872340426,81.9088,85.13381294964029,91.2459574468085,1.3224881527386385,-6.567992979208915,6.112144497168217,2018
534606,,,,,,,-0.0,-7.426884810846715,,2018
534812,1913.5925925925926,,2024.8135593220338,81.08333333333333,,90.06440677966101,0.8389813350793762,-5.860844931036397,,2018
541640,2501.9701492537315,1739.3783783783783,2358.0195694716244,80.50760869565217,82.23310810810811,88.3404296875,1.4634740391133059,-6.140332918703206,6.107321579391893,2018
541652,2271.483412322275,1948.1666666666667,2203.0060790273556,86.2744769874477,90.19047619047619,96.28662613981763,1.1907478332889487,-5.852660035112854,6.096149949341438,2018
542289,,1901.8333333333333,2239.7741935483873,,,92.68709677419355,1.3111086358728223,-4.901121773928095,,2018
542432,,2252.6341463414633,2299.7113402061855,,86.35365853658537,94.55154639175258,0.8875022362827276,-5.155146536448066,8.19788785516721,2018
542881,2335.6168224299067,1901.4333843797856,2330.0987062769527,73.69252336448598,81.21209800918837,90.1529214559387,1.335503946229232,-6.313649457280375,8.94082344675033,2018
542882,2626.8571428571427,2087.0071556350626,2374.0777777777776,82.2,86.10697674418606,92.16571428571429,1.0333730313899734,-4.990732873828891,6.058737541528231,2018
542888,2903.3529411764707,,2637.7974683544303,85.25333333333333,,92.09874213836478,1.1723476110156088,-5.703624557021585,,2018
542914,2197.3333333333335,,1940.9161676646706,86.96571428571428,,94.05868263473053,1.193036840023451,-6.021631288965426,,2018
542924,2583.133333333333,,2365.759036144578,73.84333333333333,,88.85180722891566,0.7135051219361259,-4.812401469386772,,2018
542946,,,,,,,0.8981370031878679,-5.081736789336062,,2018
542947,1942.361111111111,1632.9,1888.6903553299492,78.16216216216216,,87.31649746192893,1.0928791121169048,-7.900713307641034,,2018
542960,2525.39375,1958.0071174377224,2235.4517087667164,84.59560975609756,85.91067615658363,93.84442793462111,1.1518711721119557,-5.838899141467671,7.933751778037475,2018
543001,2664.5443037974683,1893.6279069767443,2165.1863636363637,79.4462962962963,82.02790697674418,89.85499999999999,1.5117268915459776,-6.093151326473365,7.827093023255813,2018
543022,2825.8383233532936,1672.4503816793892,2463.0296296296297,78.15209580838324,86.39541984732824,91.77220873786408,1.4585590025495105,-5.963982118265629,5.376788890535835,2018
543031,2312.3888888888887,,2346.282608695652,78.09285714285714,,89.35688405797102,1.4732456749005463,-6.144728947608747,,2018
543037,2705.697933227345,1667.0758620689655,2372.4667755991286,85.65701960784314,87.71862068965518,96.50424836601306,1.2923010906902688,-4.550311345471441,8.785627676357876,2018
543045,2163.68,2041.0,2260.8886363636366,88.13119999999999,85.77081339712917,95.21045454545454,0.969055135004652,-5.851649499493275,9.439641148325364,2018
543056,2463.1977186311788,,2247.4732824427483,82.68783269961978,,89.5412213740458,1.2993104327308111,-6.2805621663635955,,2018
543101,2178.6987767584096,1651.446153846154,2124.7637947725075,86.23309143686502,88.37230769230769,93.5372340425532,1.3221651998819324,-5.558490529366626,5.1649263502455085,2018
543118,2435.1639344262294,1220.9139072847681,2143.3156424581007,79.41311475409836,83.85601092896175,92.48994413407821,0.9123615332334623,-5.50123067311863,8.633933205116463,2018
543135,2152.3471074380163,1472.0869565217392,2249.1072261072263,84.86231343283582,88.22130434782609,95.16923076923077,1.366816806551431,-5.601669546812933,6.947926421404674,2018
543144,,1912.219512195122,2336.469696969697,,85.91707317073171,92.28636363636363,0.8867911488249278,-5.064921768034361,6.36929046563192,2018
543169,2375.9029649595686,,2295.9055944055945,85.47057291666665,,91.79009324009323,1.0502456994925145,-7.237759018506215,,2018
543193,2399.2105263157896,1891.3584905660377,1920.593220338983,81.67435897435898,82.23396226415093,91.57542372881356,1.1112322072505663,-5.957172331961405,9.341461464662629,2018
543208,2134.747813411079,1472.5286343612336,2039.9587443946189,82.15136690647482,82.81921397379912,87.99766816143497,1.0962065640815284,-6.727066864576111,5.17845418763585,2018
543219,2470.8614457831327,1423.017094017094,1970.625,77.47529411764705,78.48547008547008,88.45952380952382,1.477575046293976,-6.150008508816956,9.974053724053732,2018
543243,2800.5523255813955,2014.2280701754387,2375.7986111111113,83.3340182648402,88.50701754385965,93.10563271604939,1.5346166672580277,-5.875625346336168,4.598615172189739,2018
543258,1601.2178217821781,,2098.1012658227846,82.98761061946902,,90.88607594936708,0.681148434973263,-6.885828336274467,,2018
543272,2584.103773584906,,2427.910447761194,82.03600628930818,,93.62089552238807,0.9836575507727079,-6.481377939236779,,2018
543278,1952.6904761904761,2025.8242424242424,2261.607692307692,75.32142857142857,79.55090909090909,85.67387486278814,1.29386135942089,-6.521789160076797,6.122965771879052,2018
543294,2794.9220779220777,2089.767167381974,1982.673751328374,71.84112554112554,78.63476394849786,86.82379182156134,1.222682621176036,-6.912962418063588,8.18902787306348,2018
543331,,,2374.6521739130435,,,,1.0654654670285204,-5.825492183773557,,2018
543339,2569.086642599278,2315.121212121212,2437.3264781491002,86.62320819112628,86.21818181818182,95.33727506426735,0.8445057064922834,-4.668118647320912,9.119093246085527,2018
543359,2451.502283105023,,2214.8980891719743,82.1780045351474,,91.01305732484076,0.8434117788170461,-6.72321154561317,,2018
543391,2186.4920634920636,1545.7631578947369,2187.978835978836,83.05555555555556,86.23421052631579,91.37671957671958,1.4884341649750594,-6.252563566839829,5.142509050403788,2018
543424,,1606.0,2169.722580645161,,74.38709677419355,87.3316129032258,1.2224237430176377,-6.646601005781763,12.944516129032252,2018
543475,2280.729981378026,1602.2486486486487,2072.1150442477874,84.87169459962756,85.8572972972973,93.58171091445428,1.4934910250464355,-5.583468316026674,7.7244136171569835,2018
543483,2445.1640866873063,1735.081081081081,2215.8515497553017,85.43061797752809,87.91621621621621,94.64241435562806,1.0440292221331307,-5.370720164217374,6.726198139411849,2018
543506,2703.264705882353,1889.0121951219512,2303.64,84.95618374558303,86.6843373493976,95.857,1.1702160787095701,-5.507735195520026,9.172662650602405,2018
543507,2428.93893129771,1955.75,2303.0905660377357,81.33925925925925,85.73958333333333,94.02075471698113,1.110619252386506,-4.450131050129244,8.281171383647802,2018
543508,2581.153846153846,,2189.3521126760565,84.75714285714287,,93.53239436619718,0.7744176664020237,-5.892768855951847,,2018
543521,2822.02024291498,,2339.043415340087,78.06646706586827,,91.45383502170766,1.2045122972998599,-5.257003072694669,,2018
543548,2331.4444444444443,1574.3461538461538,2177.0244897959183,77.11492537313433,78.71320754716982,86.91918367346939,1.0452934356833683,-5.930735620206853,8.205976126299575,2018
543557,2302.0306603773583,1790.4496124031007,1908.334510150044,77.24150943396226,83.09405684754522,90.93177405119152,1.525236141504309,-7.210983527637423,7.8377172036463065,2018
543606,2218.977835723598,1605.489523809524,2253.46016646849,81.29727626459143,84.23003802281369,90.87764565992866,1.2031001248103812,-5.1714741089342295,6.647607637114973,2018
543699,2526.833756345178,1730.6600566572238,2069.369205298013,79.59340101522842,83.37337110481586,91.33822393822395,1.5585552665004483,-5.860638065822598,7.964852833408088,2018
543734,2724.2093023255816,1877.2933333333333,2304.232695139912,81.62272727272727,83.82533333333333,89.2780559646539,1.4105039315512204,-7.250160538533029,5.452722631320569,2018
543746,2802.4761904761904,,2322.68,,,92.32799999999999,1.0184224740025927,-6.678673116247769,,2018
543766,2793.235294117647,,2441.5511627906976,83.1487012987013,,93.4643023255814,0.42624730909652553,-6.879564193483037,,2018
543883,,1787.225806451613,2381.1498740554157,,83.4483870967742,88.40403022670026,0.831824726778848,-5.616764359514413,4.9556431299260595,2018
543901,,,1975.6851851851852,,,88.90555555555555,0.6977731711848343,-7.11278872532316,,2018
543903,,,,,,,1.095642416496444,-5.932475115491808,,2018
543935,2413.0589353612168,,2146.5507614213197,86.27830188679245,,92.0992385786802,1.0573278719642223,-5.721388118577255,,2018
544727,2285.6029411764707,1739.4324324324325,2227.3587223587224,87.88088235294117,91.65675675675676,96.15257985257985,1.0941889849019368,-6.947299375013852,4.495823095823084,2018
544836,2294.523076923077,,2262.9300699300697,84.72615384615385,,95.11678321678322,0.7899001690517642,-5.84126136733324,,2018
544928,2376.264150943396,,2102.168067226891,79.016875,,89.18823529411765,0.9748155305286998,-6.566658621338813,,2018
544931,2591.4539363484087,1688.9035294117648,2111.619642857143,83.44802631578948,88.01892523364485,94.50482142857142,1.3888299298851998,-5.475996181174193,6.485896194926568,2018
545332,2107.85,,2165.36,86.02325581395348,,94.06933333333333,0.8179124502387884,-5.828868197241767,,2018
545333,2622.751304347826,1852.185,2372.9520219328306,80.08432900432899,86.955,92.96555183946488,1.5658482630412622,-5.363930635297,6.010551839464881,2018
545363,2016.280701754386,,2057.31,83.02333333333333,,93.505,0.9267966860894438,-6.75762633188983,,2018
547007,,,2220.5185185185187,,,,1.316902838512735,-6.936057572483699,,2018
547179,2520.2978723404253,1887.6354166666667,2371.1478873239435,84.98649999999999,87.36770833333333,93.71618090452262,1.5473761724265702,-6.718596058661826,6.348472571189291,2018
547749,2587.875,1677.2530120481927,2252.764705882353,75.22734375,86.33690476190476,91.4795847750865,1.0826472150228024,-5.803529455993579,5.142680013181732,2018
547888,2407.5551470588234,1467.939058171745,2159.7555555555555,82.70977528089887,86.79648173207036,91.22672750977834,1.4790733131670344,-5.153372367553856,4.430245777707981,2018
547943,2527.8672199170123,1577.5652173913043,2044.6492146596859,73.9609958506224,81.05391304347826,88.9901832460733,1.4929494488164654,-6.323570138255665,7.93627020259504,2018
547973,2471.1082474226805,,2499.5110456553757,86.15555555555557,,98.89293078055965,0.8242774010802155,-4.974834640830151,,2018
548357,2138.0175438596493,1921.9803921568628,2061.771739130435,80.64035087719299,78.32352941176471,88.54565217391304,1.2598585181227846,-6.34357568712217,10.22212276214833,2018
548389,2496.321546961326,1602.3333333333333,2295.0258620689656,83.95558011049724,84.43145539906104,91.64433497536946,1.3892215602458164,-6.020712685822754,7.212879576308424,2018
552640,2575.878923766816,1217.5757575757575,2166.212598425197,84.5270893371758,84.17428571428572,92.9767716535433,0.8567146252640248,-5.481191687600302,8.80248593925758,2018
553878,2756.251461988304,1975.9166666666667,2553.48730964467,84.34810810810811,88.42280701754386,98.01370558375635,0.9882593841503775,-4.822006250806294,9.590898566212488,2018
554340,2698.5271317829456,1708.25,2569.593137254902,84.53623188405797,,94.47745098039216,1.1104526237862076,-4.276270159365267,,2018
554430,2555.519867549669,1606.1371428571429,2302.1894925909296,79.25379537953796,88.95327635327635,94.61109115401885,1.5369676236258984,-5.487917128983241,5.6578148007425,2018
570240,2627.860369609856,1746.8631578947368,2207.8357664233577,81.9378818737271,85.21145833333334,92.34148418491483,1.098328993123808,-6.239478683361803,7.130025851581493,2018
570632,2244.255451713396,1813.2309160305344,2124.670838548185,86.23771251931994,89.91942857142857,95.81076345431791,1.054697027610467,-6.013812673487245,5.891334882889339,2018
570663,2451.518382352941,1718.12,2434.758208955224,88.02919708029196,,95.87238805970149,0.9676753398917941,-4.695467011931504,,2018
570666,2472.1065830721004,1652.0879120879122,2324.703071672355,83.4896875,86.07362637362637,94.7788395904437,1.1021626823872301,-5.805192578512764,8.705213216817327,2018
570702,2249.7380952380954,,2182.1071428571427,82.84109589041095,,91.74642857142857,1.049166849926862,-6.045037341588461,,2018
571035,2421.159722222222,2143.840579710145,2500.734375,83.17748344370861,82.73623188405797,90.62421875,1.5160167777907856,-5.785362819924676,7.887986865942025,2018
571473,2456.8518518518517,,2305.5777777777776,,,88.73444444444445,1.029830425692563,-4.908278388040632,,2018
571476,2419.08024691358,1685.7475728155339,2089.7269372693727,86.35894736842106,88.49126213592233,95.16937269372694,1.0340356693550434,-5.504507932211467,6.678110557804615,2018
571510,2307.5322003577817,1759.8078602620087,2281.3864942528735,78.06658556366585,78.6353711790393,90.37880747126437,1.471331118363612,-5.690879637564022,11.74343629222507,2018
571521,,,,,,,0.2868359830561607,-6.330930351161783,,2018
571561,2284.4406779661017,,2263.438775510204,82.30694444444445,,93.54353741496598,0.5038245658528044,-4.916967361526743,,2018
571577,,,,,,,0.9957374991778267,-5.526617468809768,,2018
571578,2333.352380952381,1709.7222222222222,2236.2946194225724,80.00221799746515,81.00277777777778,90.76935695538057,1.2665016848063222,-6.724502303129982,9.766579177602793,2018
571602,,,2099.3333333333335,,,,1.448951472217251,-5.557306207586031,,2018
571656,2648.3714285714286,1923.94952681388,2344.050069541029,80.82037037037037,86.80883280757098,94.43741307371349,0.9694669489601156,-5.363319079803309,7.628580266142507,2018
571666,2571.2243517474635,1893.8008213552362,2293.789636504254,79.13449830890643,83.27104722792608,89.3645784996133,1.5071798884710381,-5.573039349929907,6.093531271687226,2018
571670,2141.154676258993,1985.7857142857142,2193.2896,86.89712230215828,85.80238095238094,93.244,1.1274992313860772,-6.546595015674051,7.4416190476190565,2018
571704,2245.1121794871797,,2372.461197339246,86.65833333333333,,97.27804878048781,0.6776973664674195,-5.354798048793187,,2018
571710,2527.344155844156,2062.2589285714284,2371.800209205021,86.29942857142856,85.99910714285714,95.07573221757322,0.7047513404617116,-4.539007723163133,9.076625074716077,2018
571735,2216.2,1651.0235294117647,2276.798165137615,80.390625,79.17647058823529,90.9862385321101,1.3068831101707903,-6.175673911782094,11.809767943874803,2018
571760,2383.3777134587554,1931.2428884026258,2466.9063670411983,78.59323741007195,83.31728665207878,91.92147315855182,0.9606898307894259,-5.292524528049664,8.604186506473042,2018
571771,,,,,,,0.6730116670092565,,,2018
571800,2654.603773584906,1708.7674418604652,2170.391203703704,82.31974248927038,83.12209302325581,90.16134259259259,1.0812522630938366,-6.024482327028381,7.039249569336775,2018
571863,2448.9523809523807,1679.6794258373207,2177.5436013590033,79.78522167487685,85.34210526315789,90.66036240090601,1.2945561998694957,-6.037519900012766,5.31825713774812,2018
571871,,,,,,,1.2363411319840805,-6.315859706806395,,2018
571882,2174.223404255319,,2152.3939393939395,82.13818181818182,,93.72500000000001,1.129128037859542,-6.1627668986102275,,2018
571893,2085.970588235294,1264.1538461538462,2174.5185185185187,83.3029411764706,82.93589743589743,90.89074074074075,0.9529426966502377,-6.135445959784645,7.9548433048433225,2018
571901,2671.9117647058824,1970.7704918032787,2286.103270223752,75.93088235294118,79.65081967213115,90.37044673539519,1.0078864982456648,-5.96996210753203,10.719627063264042,2018
571927,2285.0445468509984,2223.9718309859154,2069.513931888545,81.93195084485407,84.1255868544601,93.37523219814241,1.1010892482037211,-5.411316407779725,9.249645343682317,2018
571945,2476.451106352605,1680.3257575757575,2268.093663911846,83.7046511627907,88.44135338345865,93.8732782369146,1.5012872480044268,-6.210129169238252,5.431924853455953,2018
571946,2309.9594594594596,,2297.576612903226,79.93076923076923,,93.75564516129033,1.076040638224792,-5.292882687452,,2018
571948,1923.3,,2024.45,78.04878048780488,,89.245,1.2423197752376818,-5.655769862122692,,2018
571951,2698.8915094339623,2040.138888888889,2288.618079096045,79.75,87.72638888888889,93.24847457627118,1.0612725549986897,-5.9197422308912415,5.522085687382287,2018
572020,1949.2468694096601,,2250.432525951557,81.13821428571428,,94.18044444444445,0.8984003090029289,-6.1009072165363945,,2018
572021,2029.2666666666667,,1993.0203804347825,78.92878787878789,,93.67418478260869,0.2843373106617801,-4.94290483560519,,2018
572044,2457.410714285714,1261.5405405405406,2217.978873239437,85.85701754385966,87.05405405405405,92.38380281690141,0.9796332640880986,-5.660945285609696,5.329748762847359,2018
572070,2973.5813953488373,,2580.122541603631,87.4384024577573,,95.84856278366112,1.284710180625645,-6.011605328440606,,2018
572140,2675.471074380165,1753.7359154929577,2196.5672235481306,74.69157024793388,84.20809859154929,91.37470167064438,1.245015272211409,-6.191919198609517,7.166603079095097,2018
572143,2302.253246753247,1801.675105485232,2049.0090293453723,77.96331168831169,81.49535864978904,93.11670428893905,0.9298881080071192,-4.934928693421495,11.621345639150007,2018
572193,2442.0476190476193,,2353.661957618567,,,92.7705941591138,1.1842655026062272,-6.2806893588935235,,2018
572308,,,2456.5714285714284,,,95.43095238095238,1.2315287736847964,-5.164710445644374,,2018
572362,2456.9435483870966,1590.2710622710622,2230.512513601741,78.7228494623656,84.2985347985348,90.32252448313383,1.4903806783184925,-5.762860384827128,6.02398968459903,2018
572403,2335.9747899159665,,2261.478615071283,83.59660194174758,,94.07942973523421,1.1477731786041119,-6.656248852100352,,2018
572703,2984.1194029850744,,2772.2033898305085,84.45679012345678,,92.16694915254237,0.8775539936773205,-4.724972010183659,,2018
572750,2497.586956521739,1747.5192307692307,2067.4421875,83.9958762886598,88.43365384615385,92.89640625,1.4933343007827493,-6.512231801765056,4.462752403846153,2018
572888,2590.2435424354244,,2343.944792973651,81.17582417582418,,92.35952380952381,1.2001227796455074,-6.915259576579992,,2018
572955,2970.883116883117,,2390.542808219178,81.34025974025974,,92.35804794520547,1.0357476711902636,-5.848501648726568,,2018
572971,2189.6291946308725,1543.7594339622642,2090.449977963861,78.72434210526316,79.62729411764705,88.61731107205624,1.485832430672361,-7.409084352511292,8.990016954409185,2018
572998,2556.0,,2160.04,82.81056910569106,,90.988,1.0428806882302895,-6.781503536688662,,2018
573046,,1390.5714285714287,2048.4814814814813,,,,1.3545399495872728,-5.91263216207987,,2018
573064,2502.775,1607.6521739130435,2336.7011494252874,84.43896457765668,81.66521739130435,89.0390804597701,0.9680305231973205,-5.718552005750505,7.373863068465752,2018
573109,2706.900900900901,1549.2272727272727,2391.488888888889,78.71981981981982,,90.21466666666666,1.7087087889477401,-5.929003139098238,,2018
573124,2712.9610705596106,,2060.9363817097415,79.86127562642369,,93.4375745526839,0.9713202909720043,-6.084198318239612,,2018
573127,2428.1702127659573,,2008.6262626262626,86.13465346534653,,92.31515151515153,1.0202500323400407,-5.103159363842386,,2018
573166,,,1968.225806451613,,,91.75483870967743,0.9637197621705713,-5.247267777093237,,2018
573185,2572.962121212121,1492.7513966480446,2316.7747148288972,83.5518776077886,83.51101928374656,90.35247148288974,1.196448258361664,-5.682213561929034,6.841452199143177,2018
573186,2654.324055666004,1752.7820512820513,2364.355131698456,84.87935606060607,82.72948717948718,91.91525885558583,1.301954457937546,-6.376295200946839,9.185771676098653,2018
573668,2264.2265625,1676.358851674641,2386.339928057554,85.88028169014085,89.6652380952381,94.98920863309353,1.0372732694951146,-5.340345499730897,5.3239705378554305,2018
576397,,,,,,,-0.0,,,2018
580792,2357.2179487179487,,2196.9126213592235,81.86117647058823,,91.13203883495146,0.6885566299079844,-4.680391683468713,,2018
582494,2344.173076923077,1683.5217391304348,2164.8555555555554,75.05,,89.10222222222222,1.5493449348888768,-5.307132014323204,,2018
584171,1929.9307359307359,1371.4110429447853,2069.967391304348,82.57112068965517,85.44171779141104,90.69661835748792,1.427249046539019,-5.694132738497965,5.254900566076884,2018
591672,,,,,,,0.9502705392332347,-5.51196604963233,,2018
591693,2579.7184466019417,1906.5806451612902,2456.286713286713,82.86643192488262,87.89354838709677,93.18811188811189,0.936224309990455,-5.759390015497714,5.294563501015119,2018
592094,2516.039548022599,1871.590909090909,2579.6580459770116,77.41073446327684,89.07333333333334,94.09312320916905,0.8642045939749607,-5.123983125704384,5.019789875835713,2018
592102,2574.5555555555557,,2444.7320644216693,83.4508888888889,,93.55051244509517,0.671849855616873,-4.8628665399557525,,2018
592127,2310.40625,1261.3181818181818,2055.184210526316,84.87647058823529,,94.32894736842105,1.311485838119252,-5.244103079021719,,2018
592130,2403.6071428571427,1368.3048128342245,2242.8783783783783,82.09176470588235,79.55668449197861,91.68436293436294,0.8605980614366575,-4.649906844460404,12.127678442384322,2018
592135,2652.64113785558,,2342.320557491289,83.01413043478261,,93.05470383275262,0.6870571163356125,-5.453888172378952,,2018
592145,2557.48463356974,,2498.3846153846152,81.36762114537446,,94.43309481216458,1.2114966915476133,-5.882598909499603,,2018
592169,2581.573426573427,,2034.370731707317,82.83407821229049,,93.92895377128954,1.0280209792599777,-6.16717320500829,,2018
592170,2928.6666666666665,,2355.6666666666665,,,90.73194444444444,1.4806965237177165,-6.734551064476786,,2018
592222,2216.5,2197.6365979381444,1984.016333938294,75.73629032258064,70.87216494845362,85.97676950998185,0.9591129693559548,-7.732899818350661,15.104604561528234,2018
592229,2296.406779661017,1312.9330543933054,2046.127536231884,84.3183294663573,84.97749999999999,93.8190579710145,1.2735416340913894,-6.749173571634341,8.84155797101451,2018
592238,,,2231.5555555555557,,,,0.9590767070034939,-6.030968160990072,,2018
592314,2512.893743793446,1909.390374331551,2319.729020979021,84.93301056338028,87.77807486631016,96.36066433566434,1.419402155026158,-5.188105425965579,8.582589469354176,2018
592332,2210.2686915887853,1478.1340713407135,2167.8137813211847,81.41299303944315,82.59546568627451,93.59322323462415,1.0434981655073912,-5.876469644885535,10.99775754834964,2018
592340,2264.759259259259,1147.6285714285714,2268.5308641975307,76.86203703703704,85.11666666666666,92.10246913580247,1.0124328117135577,-5.079879199853715,6.985802469135805,2018
592351,2264.6777041942605,1557.304347826087,2014.3811239193083,85.34753495217072,86.30434782608695,94.71368876080692,0.9962565115666759,-5.627741070811708,8.409340934719964,2018
592390,2619.335378323108,,2413.065789473684,87.07403651115618,,94.49013157894737,0.9392867102009634,-4.202974950179165,,2018
592407,,,,,,,0.6931471805599453,,,2018
592426,2322.6666666666665,,2145.700996677741,85.57684729064039,,94.09966777408638,1.0160466520820401,-6.039510032540035,,2018
592454,2266.1,1391.251282051282,2223.4810606060605,,88.42410256410257,95.05492424242425,0.8419750954947183,-5.120065966424244,6.630821678321681,2018
592468,2317.65873015873,2029.9701492537313,2238.7884160756503,81.91439688715953,84.54278606965174,91.65827423167848,1.620546945181279,-6.691497647367012,7.115488162026736,2018
592473,1951.8301886792453,2216.009009009009,2166.4018691588785,78.09859154929578,82.35765765765767,90.03426791277259,1.1868198862370316,-6.306533903794791,7.676610255114923,2018
592499,2247.3166023166023,1514.3478260869565,2094.3925501432664,82.18725868725869,84.9804347826087,92.23381088825215,1.1541846855828477,-5.799926635611087,7.253376105643454,2018
592547,2579.799065420561,2289.7285714285713,2379.406947890819,81.19586776859505,87.0,93.32084367245659,1.1411449157597693,-5.6590825172211305,6.32084367245659,2018
592570,1932.3076923076924,1444.5227272727273,2204.4890510948903,,77.42159090909091,92.32262773722628,0.9380377307866132,-5.5721350140842585,14.901036828135375,2018
592612,,1740.7333333333333,2272.32,,83.46499999999999,93.46533333333333,1.202776806098121,-6.41743080057007,10.000333333333344,2018
592644,2620.0089552238805,1869.2903225806451,2259.328042328042,79.79663212435233,84.36693548387096,90.99246031746033,1.0884127206343657,-5.470710916510558,6.625524833589367,2018
592662,2058.1159003831417,,2272.0487012987014,83.62961904761906,,93.61201298701299,1.0063468082780072,-5.342072641525385,,2018
592665,2135.861224489796,,2164.5502392344497,83.85095785440612,,90.75406698564593,0.7309928974707425,-5.651625650534286,,2018
592705,2095.6027397260273,1318.2985074626865,1969.6148648648648,82.8328947368421,87.04626865671642,93.23716216216216,1.032644380992644,-5.024184206722865,6.190893505445743,2018
592712,2438.264705882353,,2349.581632653061,85.925,,96.9,1.2357116260471726,-4.980456120448209,,2018
592716,2336.6666666666665,2016.12,1982.8666666666666,85.8391304347826,85.98933333333333,91.05846153846154,1.0698959053179746,-5.938419848583415,5.069128205128209,2018
592717,2916.2697674418605,1930.1199095022625,2283.708626760563,79.04139534883721,88.35588235294118,93.71390845070422,1.3276230260814417,-5.513753789742572,5.3580260977630445,2018
592741,2359.936170212766,1248.8505434782608,2447.855822550832,85.63510638297872,84.34420485175202,92.09316081330869,0.9229615011401168,-5.297681553101655,7.7489559615566606,2018
592761,2339.2895522388058,1823.178947368421,2364.2926829268295,81.62407407407407,83.92,92.71231707317074,0.9385217212292589,-5.424963797663408,8.792317073170736,2018
592769,,1920.5428571428572,1707.1044776119404,,76.78285714285714,89.03134328358209,0.8402198208097731,-6.751944653034004,12.24848614072495,2018
592773,2305.934027777778,1044.6904761904761,2370.773497688752,88.98762886597939,88.20571428571428,97.9477657935285,0.9242322061801531,-5.2597827222305495,9.742051507814224,2018
592779,2177.6,1665.8192771084337,2337.247474747475,82.26153846153845,81.34457831325301,91.0,1.1823571602682614,-5.179526977576376,9.65542168674699,2018
592789,2143.312242090784,1638.3482849604222,2159.1124031007753,89.11596752368065,90.26981627296588,97.40542635658915,1.5402520815467329,-6.2545757276792475,7.135610083623263,2018
592791,2526.8821942446043,1709.358208955224,2301.8579040852574,85.87482206405694,87.86641791044777,95.17483718176435,1.4723024075573161,-5.819283681432424,7.3084192713165805,2018
